-48.39067077,-27.43732833,10.40,34.98427963,10/02/2025 07:10:57 ,Position 271,
-48.39068984,-27.43724441,9.70,34.00271987,10/02/2025 07:10:58 ,Position 272,
-48.39070510,-27.43716430,11.40,31.37288093,10/02/2025 07:10:59 ,Position 273,
-48.39071655,-27.43710517,11.10,22.96479988,10/02/2025 07:11:00 ,Position 274,
-48.39073944,-27.43700790,11.10,19.03855895,10/02/2025 07:11:02 ,Position 275,
-48.39075088,-27.43696403,9.10,17.92736053,10/02/2025 07:11:03 ,Position 276,
-48.39076614,-27.43691635,8.70,20.26087951,10/02/2025 07:11:04 ,Position 277,
-48.39078521,-27.43687248,8.60,18.22368049,10/02/2025 07:11:05 ,Position 278,
-48.39079284,-27.43683242,8.40,16.59391975,10/02/2025 07:11:06 ,Position 279,
-48.39079666,-27.43678855,8.40,17.05692100,10/02/2025 07:11:07 ,Position 280,
-48.39080047,-27.43674468,8.50,17.96439933,10/02/2025 07:11:08 ,Position 281,
-48.39081192,-27.43669319,8.50,21.20540046,10/02/2025 07:11:09 ,Position 282,
-48.39082336,-27.43663978,8.40,22.24252128,10/02/2025 07:11:10 ,Position 283,
-48.39083480,-27.43658638,8.20,21.68692016,10/02/2025 07:11:11 ,Position 284,
-48.39086914,-27.43648719,7.50,20.83499908,10/02/2025 07:11:13 ,Position 285,
-48.39088821,-27.43643379,7.40,21.48320007,10/02/2025 07:11:14 ,Position 286,
-48.39092636,-27.43635177,7.50,30.68763923,10/02/2025 07:11:15 ,Position 287,
-48.39095687,-27.43630409,7.10,25.26128005,10/02/2025 07:11:16 ,Position 288,
-48.39100646,-27.43626785,6.60,24.11304092,10/02/2025 07:11:17 ,Position 289,
-48.39104461,-27.43624305,6.70,18.94595909,10/02/2025 07:11:18 ,Position 290,
-48.39107131,-27.43622016,6.90,18.24220085,10/02/2025 07:11:19 ,Position 291,
-48.39110946,-27.43618392,6.70,19.94604110,10/02/2025 07:11:20 ,Position 292,
-48.39114379,-27.43614387,6.90,21.81655883,10/02/2025 07:11:21 ,Position 293,
